records=3337 sumC=272 174 828 sumU=399 389 223 dataStart=0x1C7703
DATA\models\char_hq_3_anim.O2M	54892	44496	0xC77A92	03B2F30A
DATA\models\char_hq_4.O2M	260400	181471	0xC82862	E0933D56
DATA\models\char_hq_4_anim.O2M	54892	44410	0xCAED41	1AE1E246
DATA\models\char_hq_5.O2M	260400	181471	0xCB9ABB	E0933D56
DATA\models\char_hq_5_anim.O2M	54892	44496	0xCE5F9A	BE0AE5BC
DATA\models\char_lighthouse_01.O2M	47096	36679	0xCF0D6A	E3AACAE6
DATA\models\char_lighthouse_01_anim.O2M	5750	5268	0xCF9CB1	5A4E45E2
DATA\models\char_obelisk_01.O2M	39316	29098	0xCFB145	176CC058
DATA\models\char_obelisk_02.O2M	39757	29518	0xD022EF	1D0E67A3
DATA\models\char_paw_01.O2M	39992	30917	0xD0963D	6526B009
DATA\models\char_paw_02.O2M	33103	25974	0xD10F02	E733707B
DATA\models\char_paw_03.O2M	99515	73431	0xD17478	C5BEB70C
DATA\models\char_refinery_1900.O2M	190790	138800	0xD2934F	851A4AAF
DATA\models\char_temple_01.O2M	209132	149607	0xD4B17F	D58B8C1F
DATA\models\char_temple_02.O2M	268078	190636	0xD6F9E6	957775F4
DATA\models\char_temple_03.O2M	138808	105589	0xD9E292	4BEB152A
DATA\models\citycenter.O2M	3272	3070	0xDB7F07	28934DBC
DATA\models\cysterna_01_1900.O2M	32641	24791	0xDB8B05	8AD57D99
DATA\models\cysterna_01_1950.O2M	27620	21496	0xDBEBDC	113DB1B4
DATA\models\cysterna_01_2000.O2M	31468	24456	0xDC3FD4	848AEECC
DATA\models\cysterna_02_1900.O2M	32641	24745	0xDC9F5C	05CE74EB
DATA\models\cysterna_02_1950.O2M	27620	21499	0xDD0005	1008105E
DATA\models\cysterna_02_2000.O2M	31468	24470	0xDD5400	2EC2A21E
DATA\models\cysterna_03_1900.O2M	32641	24769	0xDDB396	C0EC0039
DATA\models\cysterna_03_1950.O2M	27620	21498	0xDE1457	63B775BE
DATA\models\cysterna_03_2000.O2M	31468	24457	0xDE6851	DBFEFFE8
DATA\models\cysterna_04_1900.O2M	25905	19659	0xDEC7DA	82F9D437
DATA\models\cysterna_04_1950.O2M	27281	20722	0xDF14A5	E9B6BA8A
DATA\models\cysterna_04_2000.O2M	27273	20862	0xDF6597	734214EF
DATA\models\cysterna_lokom_1900.O2M	40527	31023	0xDFB715	8AB6D74C
DATA\models\cysterna_lokom_1950.O2M	35165	27428	0xE03044	7CD0DBDB
DATA\models\cysterna_lokom_2000.O2M	33292	25171	0xE09B68	602C7F4F
DATA\models\destroyer.O2M	64514	50786	0xE0FDBB	1A55E9AF
DATA\models\destroyer_anim.O2M	259718	203833	0xE1C41D	9A38FBD1
